age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date,customer_value_score,estimated_income,age_bin,previous_bin
46,management,single,secondary,5993,0,0,cellular,5.111987788356544,56,3,failure,20-may,23972,32993,Middle-aged (31-50),medium
21,student,single,primary,423,0,0,telephone,5.662960480135946,285,5,success,18-jan,2538,6423,Young (18-30),medium
52,retired,married,secondary,49,0,1,telephone,5.638354669333745,-1,0,other,8-jul,49,12049,Senior (51-70),none
45,admin.,married,secondary,1214,1,0,cellular,5.017279836814924,189,2,failure,2-feb,3642,23214,Middle-aged (31-50),low
34,entrepreneur,married,primary,1188,1,0,cellular,7.315883504509785,-1,0,other,18-jul,1188,22188,Middle-aged (31-50),none
64,retired,married,primary,2140,0,0,cellular,5.204006687076795,-1,0,other,12-oct,2140,13140,Senior (51-70),none
32,blue-collar,married,primary,-105,1,1,telephone,6.12029741895095,-1,0,other,31-jul,-105,15895,Middle-aged (31-50),none
34,admin.,married,secondary,233,1,1,cellular,5.717027701406222,-1,0,other,8-jul,233,22233,Middle-aged (31-50),none
33,technician,single,tertiary,696,0,1,cellular,5.267858159063328,176,8,failure,5-feb,6264,23696,Middle-aged (31-50),high
40,management,single,secondary,1623,1,0,cellular,5.087596335232384,167,2,failure,17-nov,4869,28623,Middle-aged (31-50),low
34,management,single,tertiary,431,0,0,cellular,5.996452088619021,-1,0,other,16-jul,431,28431,Middle-aged (31-50),none
31,admin.,single,secondary,523,0,1,cellular,4.955827057601261,126,4,failure,16-oct,2615,22523,Middle-aged (31-50),medium
57,management,married,tertiary,0,1,0,unknown,4.8283137373023015,-1,0,other,14-may,0,28000,Senior (51-70),none
37,management,single,tertiary,23867,0,0,unknown,5.241747015059643,-1,0,other,20-may,23867,51867,Middle-aged (31-50),none
37,technician,single,secondary,18,0,0,unknown,5.8916442118257715,-1,0,other,12-jun,18,22018,Middle-aged (31-50),none
46,housemaid,married,primary,296,1,0,unknown,5.327876168789581,-1,0,other,20-jun,296,11296,Middle-aged (31-50),none
38,admin.,single,secondary,10,0,0,cellular,4.770684624465665,-1,0,other,1-apr,10,22010,Middle-aged (31-50),none
33,blue-collar,single,primary,1,1,0,cellular,5.552959584921617,-1,0,other,20-apr,1,16001,Middle-aged (31-50),none
34,technician,married,secondary,1254,0,0,cellular,4.356708826689592,-1,0,other,6-may,1254,23254,Middle-aged (31-50),none
42,management,divorced,tertiary,357,1,0,cellular,3.6888794541139363,-1,0,other,8-may,357,28357,Middle-aged (31-50),none
51,blue-collar,married,primary,1466,1,0,unknown,6.008813185442595,-1,0,other,7-may,1466,17466,Senior (51-70),none
43,technician,married,secondary,1824,1,0,unknown,5.6937321388027,-1,0,other,8-may,1824,23824,Middle-aged (31-50),none
52,housemaid,single,tertiary,0,0,0,unknown,6.068425588244111,-1,0,other,6-jun,0,13000,Senior (51-70),none
39,admin.,divorced,secondary,-141,1,0,unknown,5.003946305945459,-1,0,other,13-may,-141,21859,Middle-aged (31-50),none
49,management,single,tertiary,370,0,0,cellular,5.958424693029782,-1,0,other,19-aug,370,28370,Middle-aged (31-50),none
42,admin.,married,secondary,2918,1,0,unknown,5.857933154483459,-1,0,other,15-may,2918,24918,Middle-aged (31-50),none
34,technician,single,tertiary,144,1,1,cellular,4.7535901911063645,-1,0,other,23-apr,144,23144,Middle-aged (31-50),none
43,admin.,married,secondary,186,0,1,cellular,3.4965075614664802,-1,0,other,31-jul,186,22186,Middle-aged (31-50),none
26,blue-collar,single,secondary,65,0,0,unknown,5.087596335232384,-1,0,other,16-may,65,17065,Young (18-30),none
51,blue-collar,married,secondary,187,1,0,cellular,5.627621113690637,-1,0,other,6-aug,187,17187,Senior (51-70),none
31,management,married,secondary,2294,0,0,cellular,6.182084906716632,-1,0,other,20-aug,2294,29294,Middle-aged (31-50),none
46,management,married,tertiary,765,0,0,cellular,4.276666119016055,-1,0,other,6-aug,765,28765,Middle-aged (31-50),none
48,services,married,primary,717,0,0,cellular,6.111467339502679,-1,0,other,29-jan,717,16717,Middle-aged (31-50),none
32,admin.,married,secondary,0,0,0,cellular,4.787491742782046,-1,0,other,30-jan,0,22000,Middle-aged (31-50),none
46,management,married,tertiary,37,1,0,cellular,5.480638923341991,-1,0,other,30-jul,37,28037,Middle-aged (31-50),none
35,technician,single,secondary,183,0,0,cellular,6.248042874508429,130,2,failure,1-sep,549,22183,Middle-aged (31-50),low
35,technician,married,tertiary,-269,1,1,cellular,5.84354441703136,-1,0,other,14-may,-269,22731,Middle-aged (31-50),none
52,technician,married,secondary,2944,0,0,cellular,3.1354942159291497,-1,0,other,22-aug,2944,24944,Senior (51-70),none
49,services,married,primary,0,1,0,cellular,2.6390573296152584,192,1,other,21-nov,0,16000,Middle-aged (31-50),low
53,blue-collar,divorced,primary,2477,1,0,unknown,5.170483995038151,-1,0,other,13-may,2477,18477,Senior (51-70),none
38,self-employed,single,secondary,0,0,0,unknown,4.23410650459726,-1,0,other,11-jun,0,22000,Middle-aged (31-50),none
32,unemployed,single,secondary,331,1,0,unknown,5.356586274672012,-1,0,other,9-may,331,7331,Middle-aged (31-50),none
59,technician,married,secondary,4322,0,0,unknown,5.1647859739235145,-1,0,other,17-jun,4322,26322,Senior (51-70),none
32,technician,single,tertiary,300,0,0,cellular,5.099866427824199,-1,0,other,11-aug,300,23300,Middle-aged (31-50),none
41,technician,single,secondary,-3,0,0,cellular,6.025865973825314,-1,0,other,8-jul,-3,21997,Middle-aged (31-50),none
41,services,married,primary,450,1,0,cellular,4.812184355372417,338,2,failure,17-apr,1350,16450,Middle-aged (31-50),low
45,blue-collar,married,secondary,751,0,0,cellular,5.176149732573829,-1,0,other,11-aug,751,17751,Middle-aged (31-50),none
43,blue-collar,married,primary,-423,1,1,cellular,6.126869184114185,-1,0,other,11-may,-423,15577,Middle-aged (31-50),none
32,admin.,married,secondary,-1272,1,0,unknown,6.408528791059498,-1,0,other,6-jun,-1272,20728,Middle-aged (31-50),none
23,blue-collar,single,secondary,1105,1,0,cellular,5.934894195619588,-1,0,other,14-may,1105,18105,Young (18-30),none
40,blue-collar,divorced,secondary,0,0,0,cellular,5.58724865840025,-1,0,other,12-aug,0,17000,Middle-aged (31-50),none
28,services,single,secondary,0,0,1,cellular,4.897839799950911,-1,0,other,16-jul,0,17000,Young (18-30),none
55,technician,married,tertiary,647,1,0,cellular,5.017279836814924,-1,0,other,21-jul,647,23647,Senior (51-70),none
31,services,single,secondary,32,0,0,unknown,5.25227342804663,-1,0,other,18-nov,32,17032,Middle-aged (31-50),none
54,technician,married,secondary,2225,0,1,cellular,4.30406509320417,-1,0,other,13-aug,2225,24225,Senior (51-70),none
32,services,married,secondary,1844,1,1,cellular,5.1298987149230735,-1,0,other,17-jul,1844,18844,Middle-aged (31-50),none
27,blue-collar,married,primary,-443,0,1,cellular,4.543294782270004,-1,0,other,21-jul,-443,15557,Young (18-30),none
31,management,single,tertiary,796,0,1,cellular,5.017279836814924,-1,0,other,21-nov,796,28796,Middle-aged (31-50),none
61,blue-collar,divorced,primary,1428,1,0,unknown,4.418840607796598,-1,0,other,5-may,1428,17428,Senior (51-70),none
25,blue-collar,single,secondary,192,0,0,telephone,4.727387818712341,-1,0,other,4-jul,192,17192,Young (18-30),none
32,management,single,tertiary,-217,1,1,cellular,4.867534450455582,-1,0,other,18-aug,-217,27783,Middle-aged (31-50),none
33,technician,married,secondary,2,0,0,cellular,5.955837369464831,-1,0,other,28-aug,2,22002,Middle-aged (31-50),none
56,management,married,tertiary,616,0,0,cellular,5.683579767338681,105,2,success,13-aug,1848,28616,Senior (51-70),low
42,blue-collar,married,secondary,3743,1,0,unknown,4.919980925828125,-1,0,other,14-may,3743,20743,Middle-aged (31-50),none
33,admin.,married,secondary,95,1,0,cellular,5.817111159963204,-1,0,other,30-apr,95,22095,Middle-aged (31-50),none
36,management,married,tertiary,2987,1,0,cellular,5.730099782973574,-1,0,other,12-aug,2987,30987,Middle-aged (31-50),none
44,technician,married,tertiary,4580,1,0,cellular,5.262690188904886,189,2,success,20-nov,13740,27580,Middle-aged (31-50),low
45,management,single,secondary,-57,0,1,cellular,5.572154032177765,-1,0,other,7-jul,-57,26943,Middle-aged (31-50),none
38,technician,single,tertiary,2350,0,0,cellular,4.624972813284271,-1,0,other,30-jul,2350,25350,Middle-aged (31-50),none
37,blue-collar,divorced,secondary,752,1,0,cellular,5.0369526024136295,-1,0,other,17-apr,752,17752,Middle-aged (31-50),none
38,admin.,married,secondary,1852,1,0,cellular,5.700443573390687,-1,0,other,15-may,1852,23852,Middle-aged (31-50),none
39,technician,married,secondary,3663,0,0,cellular,5.442417710521793,-1,0,other,11-aug,3663,25663,Middle-aged (31-50),none
39,entrepreneur,married,tertiary,350,1,0,cellular,5.442417710521793,-1,0,other,24-jul,350,23350,Middle-aged (31-50),none
46,management,single,tertiary,1631,1,0,cellular,5.170483995038151,-1,0,other,17-apr,1631,29631,Middle-aged (31-50),none
38,entrepreneur,married,secondary,0,1,0,cellular,5.313205979041787,-1,0,other,19-nov,0,22000,Middle-aged (31-50),none
51,blue-collar,married,tertiary,84,0,1,unknown,5.598421958998375,-1,0,other,27-jun,84,18084,Senior (51-70),none
54,blue-collar,married,primary,24,1,0,unknown,3.5553480614894135,-1,0,other,15-may,24,16024,Senior (51-70),none
33,admin.,single,secondary,422,1,0,cellular,5.4638318050256105,361,2,failure,12-may,1266,22422,Middle-aged (31-50),low
38,services,divorced,secondary,-10,1,0,unknown,4.127134385045092,-1,0,other,17-jun,-10,16990,Middle-aged (31-50),none
33,services,single,secondary,329,1,1,cellular,5.429345628954441,-1,0,other,7-jul,329,17329,Middle-aged (31-50),none
35,blue-collar,married,primary,-35,1,0,cellular,4.820281565605037,-1,0,other,17-jul,-35,15965,Middle-aged (31-50),none
49,blue-collar,married,primary,3652,1,1,cellular,6.343880434126331,285,2,other,11-may,10956,19652,Middle-aged (31-50),low
42,unemployed,married,secondary,250,1,0,cellular,5.5134287461649825,-1,0,other,29-jul,250,7250,Middle-aged (31-50),none
34,management,single,tertiary,0,0,0,cellular,4.867534450455582,-1,0,other,21-aug,0,28000,Middle-aged (31-50),none
40,services,divorced,secondary,5745,1,1,unknown,3.6375861597263857,-1,0,other,23-may,5745,22745,Middle-aged (31-50),none
60,retired,married,secondary,1141,0,1,cellular,5.356586274672012,-1,0,other,8-jul,1141,13141,Senior (51-70),none
43,blue-collar,married,secondary,500,1,0,cellular,5.783825182329737,-1,0,other,14-jul,500,17500,Middle-aged (31-50),none
56,services,divorced,secondary,218,1,0,cellular,4.736198448394496,249,2,failure,2-feb,654,17218,Senior (51-70),low
42,blue-collar,married,primary,321,1,0,unknown,4.997212273764115,-1,0,other,14-may,321,16321,Middle-aged (31-50),none
45,services,single,secondary,1757,1,0,cellular,6.918695219020472,326,1,other,20-apr,3514,18757,Middle-aged (31-50),low
43,technician,married,secondary,764,1,0,cellular,6.324358962381311,-1,0,other,14-jul,764,22764,Middle-aged (31-50),none
34,services,married,secondary,603,1,1,unknown,7.251344983372214,-1,0,other,21-may,603,17603,Middle-aged (31-50),none
48,services,married,primary,-583,1,0,unknown,3.258096538021482,-1,0,other,2-jun,-583,15417,Middle-aged (31-50),none
48,management,married,tertiary,3419,1,0,cellular,4.330733340286331,-1,0,other,17-nov,3419,31419,Middle-aged (31-50),none
59,management,divorced,tertiary,258,1,0,cellular,3.5263605246161616,173,1,success,20-apr,516,28258,Senior (51-70),low
60,unemployed,married,primary,26,1,0,unknown,5.2832037287379885,-1,0,other,16-may,26,6026,Senior (51-70),none
27,unemployed,single,primary,1459,1,0,telephone,5.0369526024136295,-1,0,other,29-jan,1459,7459,Young (18-30),none
47,housemaid,married,primary,275,1,0,cellular,5.568344503761097,-1,0,other,14-may,275,11275,Middle-aged (31-50),none
43,blue-collar,married,primary,190,1,0,cellular,5.1298987149230735,-1,0,other,13-may,190,16190,Middle-aged (31-50),none
31,technician,divorced,secondary,26,1,0,unknown,4.143134726391533,-1,0,other,9-may,26,22026,Middle-aged (31-50),none
29,unemployed,single,tertiary,70,0,0,cellular,5.976350909297934,-1,0,other,25-may,70,8070,Young (18-30),none
29,unemployed,divorced,tertiary,1718,1,0,cellular,6.363028103540465,-1,0,other,18-jul,1718,9718,Young (18-30),none
28,unemployed,single,secondary,559,1,0,unknown,5.4680601411351315,-1,0,other,4-jun,559,7559,Young (18-30),none
41,blue-collar,divorced,secondary,-333,1,0,cellular,4.77912349311153,270,2,failure,30-jan,-999,16667,Middle-aged (31-50),low
26,blue-collar,single,primary,619,1,1,unknown,5.723585101952381,-1,0,other,27-may,619,16619,Young (18-30),none
26,services,single,secondary,1114,0,0,cellular,3.8066624897703196,-1,0,other,9-feb,1114,18114,Young (18-30),none
34,management,single,tertiary,5086,0,0,cellular,5.365976015021851,-1,0,other,25-may,5086,33086,Middle-aged (31-50),none
54,retired,divorced,tertiary,0,0,0,unknown,6.428105272684596,-1,0,other,13-may,0,13000,Senior (51-70),none
57,admin.,married,secondary,1216,1,0,unknown,5.545177444479562,-1,0,other,8-may,1216,23216,Senior (51-70),none
36,blue-collar,married,primary,453,1,0,cellular,5.176149732573829,330,2,failure,16-apr,1359,16453,Middle-aged (31-50),low
31,technician,married,secondary,286,0,0,unknown,5.181783550292085,-1,0,other,12-may,286,22286,Middle-aged (31-50),none
57,technician,married,tertiary,31,0,1,cellular,5.981414211254481,-1,0,other,26-aug,31,23031,Senior (51-70),none
37,admin.,single,secondary,686,1,0,cellular,5.537334267018537,280,2,failure,5-may,2058,22686,Middle-aged (31-50),low
55,admin.,married,secondary,865,1,0,cellular,4.574710978503383,111,3,failure,27-oct,3460,22865,Senior (51-70),medium
25,blue-collar,single,secondary,330,1,0,unknown,6.406879986069314,-1,0,other,4-jun,330,17330,Young (18-30),none
31,blue-collar,single,primary,485,0,1,cellular,6.104793232414985,-1,0,other,8-jul,485,16485,Middle-aged (31-50),none
36,management,single,tertiary,-74,1,1,cellular,6.1675164908883415,-1,0,other,8-jul,-74,27926,Middle-aged (31-50),none
27,admin.,married,secondary,16,1,0,cellular,4.007333185232471,-1,0,other,3-feb,16,22016,Young (18-30),none
67,retired,married,primary,1430,0,0,cellular,6.214608098422191,91,3,failure,11-jan,5720,12430,Senior (51-70),medium
35,technician,married,secondary,295,1,0,unknown,6.78332520060396,-1,0,other,29-may,295,22295,Middle-aged (31-50),none
49,housemaid,married,primary,785,0,0,unknown,5.25227342804663,-1,0,other,16-jun,785,11785,Middle-aged (31-50),none
36,services,married,secondary,0,1,0,cellular,6.9975959829819265,-1,0,other,18-nov,0,17000,Middle-aged (31-50),none
46,services,divorced,secondary,0,0,0,unknown,6.931471805599453,-1,0,other,20-jun,0,17000,Middle-aged (31-50),none
38,management,married,tertiary,551,1,0,unknown,7.53689712956617,-1,0,other,12-may,551,28551,Middle-aged (31-50),none
34,services,married,secondary,0,0,0,unknown,4.04305126783455,-1,0,other,27-may,0,17000,Middle-aged (31-50),none
72,admin.,married,primary,2321,0,0,cellular,5.402677381872279,64,12,failure,14-sep,30173,23321,Elderly (71+),high
46,technician,single,tertiary,2739,0,0,cellular,4.770684624465665,-1,0,other,8-aug,2739,25739,Middle-aged (31-50),none
37,admin.,divorced,secondary,1573,1,0,cellular,6.461468176353717,326,10,failure,12-may,17303,23573,Middle-aged (31-50),high
86,retired,single,secondary,614,0,0,telephone,6.39024066706535,-1,0,other,9-dec,614,12614,Elderly (71+),none
51,services,single,secondary,510,0,0,telephone,4.23410650459726,-1,0,other,22-jul,510,17510,Senior (51-70),none
57,management,divorced,tertiary,442,0,0,cellular,3.7376696182833684,253,3,failure,5-feb,1768,28442,Senior (51-70),medium
50,admin.,divorced,secondary,363,1,0,unknown,7.201170883281678,-1,0,other,16-may,363,22363,Middle-aged (31-50),none
32,services,single,secondary,-23,0,0,cellular,5.225746673713202,305,1,failure,11-may,-46,16977,Middle-aged (31-50),low
35,admin.,divorced,secondary,1224,1,0,cellular,5.236441962829949,-1,0,other,3-nov,1224,23224,Middle-aged (31-50),none
34,management,married,tertiary,0,1,0,cellular,5.783825182329737,-1,0,other,13-may,0,28000,Middle-aged (31-50),none
35,management,married,tertiary,0,1,1,cellular,4.736198448394496,351,1,other,6-may,0,28000,Middle-aged (31-50),low
39,technician,single,secondary,822,1,1,unknown,5.10594547390058,-1,0,other,29-may,822,22822,Middle-aged (31-50),none
32,admin.,single,secondary,73,1,0,unknown,6.302618975744905,-1,0,other,28-may,73,22073,Middle-aged (31-50),none
50,management,married,tertiary,4,0,0,cellular,4.969813299576001,-1,0,other,13-aug,4,28004,Middle-aged (31-50),none
43,blue-collar,married,secondary,664,1,0,unknown,5.872117789475416,-1,0,other,12-jun,664,17664,Middle-aged (31-50),none
60,retired,divorced,secondary,514,0,0,cellular,5.575949103146316,124,9,other,16-mar,5140,12514,Senior (51-70),high
32,technician,married,secondary,950,1,0,cellular,4.418840607796598,-1,0,other,21-nov,950,22950,Middle-aged (31-50),none
29,services,single,secondary,-205,0,0,cellular,5.272999558563747,-1,0,other,30-jan,-205,16795,Young (18-30),none
26,admin.,single,secondary,160,0,1,cellular,5.153291594497779,-1,0,other,4-may,160,22160,Young (18-30),none
31,unemployed,married,secondary,296,1,0,unknown,5.937536205082426,-1,0,other,20-may,296,7296,Middle-aged (31-50),none
46,blue-collar,single,secondary,2612,1,0,unknown,6.028278520230698,-1,0,other,14-may,2612,19612,Middle-aged (31-50),none
59,technician,married,tertiary,4445,0,0,unknown,4.574710978503383,-1,0,other,11-jun,4445,27445,Senior (51-70),none
54,management,married,tertiary,16843,0,0,unknown,4.762173934797756,-1,0,other,11-jun,16843,44843,Senior (51-70),none
38,housemaid,married,primary,196,0,0,cellular,6.354370040797351,-1,0,other,30-apr,196,11196,Middle-aged (31-50),none
48,blue-collar,married,secondary,863,1,0,telephone,6.023447592961033,350,2,success,4-may,2589,17863,Middle-aged (31-50),low
34,blue-collar,married,primary,69,0,0,telephone,3.7376696182833684,-1,0,other,7-jul,69,16069,Middle-aged (31-50),none
30,technician,married,secondary,769,1,0,cellular,2.3978952727983707,-1,0,other,18-may,769,22769,Young (18-30),none
35,blue-collar,single,secondary,4845,0,0,cellular,6.577861357721047,-1,0,other,19-nov,4845,21845,Middle-aged (31-50),none
29,management,married,tertiary,205,0,0,cellular,6.669498089857879,-1,0,other,4-jun,205,28205,Young (18-30),none
56,blue-collar,married,secondary,0,0,1,cellular,5.968707559985366,-1,0,other,16-jul,0,17000,Senior (51-70),none
33,management,single,tertiary,5437,0,0,cellular,5.5909869805108565,91,1,failure,4-may,10874,33437,Middle-aged (31-50),low
48,management,married,secondary,397,0,0,unknown,5.966146739123692,-1,0,other,11-jun,397,27397,Middle-aged (31-50),none
33,blue-collar,married,secondary,86,1,0,unknown,5.8998973535824915,-1,0,other,19-may,86,17086,Middle-aged (31-50),none
27,student,single,tertiary,39,0,0,cellular,5.940171252720432,258,10,other,17-may,429,8039,Young (18-30),high
30,management,single,secondary,2785,0,1,cellular,6.3080984415095305,-1,0,other,17-nov,2785,29785,Young (18-30),none
30,services,single,secondary,405,1,0,cellular,4.6443908991413725,265,2,other,5-feb,1215,17405,Young (18-30),low
37,services,single,secondary,-111,1,0,cellular,4.997212273764115,-1,0,other,13-may,-111,16889,Middle-aged (31-50),none
50,admin.,married,secondary,1114,1,1,unknown,5.700443573390687,-1,0,other,12-may,1114,23114,Middle-aged (31-50),none
37,technician,married,secondary,318,0,0,cellular,5.123963979403259,187,2,failure,2-feb,954,22318,Middle-aged (31-50),low
50,technician,single,secondary,-97,1,0,cellular,6.054439346269371,306,2,failure,8-apr,-291,21903,Middle-aged (31-50),low
52,housemaid,married,primary,1837,0,0,unknown,4.77912349311153,-1,0,other,6-jun,1837,12837,Senior (51-70),none
35,blue-collar,single,secondary,376,1,1,unknown,5.337538079701318,-1,0,other,6-may,376,17376,Middle-aged (31-50),none
59,blue-collar,married,secondary,1376,0,1,unknown,4.127134385045092,-1,0,other,9-may,1376,18376,Senior (51-70),none
39,blue-collar,divorced,secondary,33,0,0,cellular,6.386879319362645,-1,0,other,29-jan,33,17033,Middle-aged (31-50),none
35,admin.,single,secondary,57,1,0,cellular,5.159055299214529,-1,0,other,18-may,57,22057,Middle-aged (31-50),none
46,technician,married,secondary,0,0,0,unknown,6.439350371100098,-1,0,other,20-jun,0,22000,Middle-aged (31-50),none
41,management,single,tertiary,275,1,0,cellular,4.418840607796598,-1,0,other,18-nov,275,28275,Middle-aged (31-50),none
44,blue-collar,single,secondary,25,1,0,cellular,5.501258210544727,-1,0,other,12-may,25,17025,Middle-aged (31-50),none
27,admin.,single,secondary,180,0,1,cellular,4.74493212836325,-1,0,other,17-jul,180,22180,Young (18-30),none
31,technician,married,secondary,30,0,0,telephone,4.897839799950911,-1,0,other,11-aug,30,22030,Middle-aged (31-50),none
47,technician,married,secondary,3519,0,1,cellular,5.267858159063328,220,1,failure,28-dec,7038,25519,Middle-aged (31-50),low
36,self-employed,married,primary,90,1,0,unknown,6.0014148779611505,-1,0,other,8-may,90,21090,Middle-aged (31-50),none
31,self-employed,married,tertiary,3220,0,0,cellular,4.31748811353631,-1,0,other,26-aug,3220,26220,Middle-aged (31-50),none
50,admin.,married,secondary,350,0,0,cellular,4.204692619390966,-1,0,other,5-aug,350,22350,Middle-aged (31-50),none
53,technician,married,secondary,757,0,0,cellular,3.044522437723423,-1,0,other,4-feb,757,22757,Senior (51-70),none
36,blue-collar,single,primary,1313,1,0,unknown,2.1972245773362196,-1,0,other,20-jun,1313,17313,Middle-aged (31-50),none
53,admin.,married,primary,0,1,0,cellular,4.465908118654584,298,3,failure,8-may,0,21000,Senior (51-70),medium
56,housemaid,married,primary,0,0,0,cellular,4.634728988229636,-1,0,other,26-aug,0,11000,Senior (51-70),none
56,entrepreneur,married,secondary,339,1,0,cellular,5.529429087511423,98,3,other,26-may,1356,22339,Senior (51-70),medium
30,management,married,tertiary,196,0,0,cellular,4.23410650459726,101,4,other,20-nov,980,28196,Young (18-30),medium
36,blue-collar,married,secondary,4438,1,0,unknown,6.102558594613569,-1,0,other,20-may,4438,21438,Middle-aged (31-50),none
35,services,married,secondary,537,0,1,cellular,2.4849066497880004,-1,0,other,21-nov,537,17537,Middle-aged (31-50),none
38,technician,married,secondary,2000,1,0,cellular,5.293304824724492,-1,0,other,7-may,2000,24000,Middle-aged (31-50),none
33,blue-collar,married,primary,-81,1,0,unknown,5.5909869805108565,-1,0,other,8-may,-81,15919,Middle-aged (31-50),none
52,retired,divorced,secondary,280,0,0,unknown,2.1972245773362196,-1,0,other,20-jun,280,12280,Senior (51-70),none
30,management,single,tertiary,19796,0,0,cellular,3.7376696182833684,-1,0,other,20-nov,19796,47796,Young (18-30),none
30,blue-collar,single,primary,71,1,0,unknown,4.812184355372417,-1,0,other,19-may,71,16071,Young (18-30),none
32,services,married,secondary,255,1,1,unknown,4.465908118654584,-1,0,other,21-may,255,17255,Middle-aged (31-50),none
51,retired,divorced,secondary,343,1,0,unknown,4.3694478524670215,-1,0,other,30-may,343,12343,Senior (51-70),none
40,services,single,secondary,19343,1,0,cellular,2.6390573296152584,179,4,failure,21-nov,96715,36343,Middle-aged (31-50),medium
69,retired,married,secondary,2473,0,0,cellular,6.875232087276577,-1,0,other,8-jul,2473,14473,Senior (51-70),none
31,blue-collar,single,secondary,-27,0,0,unknown,4.574710978503383,-1,0,other,4-jul,-27,16973,Middle-aged (31-50),none
29,admin.,single,secondary,209,0,0,cellular,6.406879986069314,-1,0,other,5-feb,209,22209,Young (18-30),none
55,technician,married,tertiary,4359,0,0,unknown,5.978885764901122,-1,0,other,16-jun,4359,27359,Senior (51-70),none
37,blue-collar,married,secondary,1205,1,0,cellular,4.605170185988092,-1,0,other,18-nov,1205,18205,Middle-aged (31-50),none
31,admin.,single,tertiary,5,0,1,cellular,4.330733340286331,206,1,failure,2-feb,10,23005,Middle-aged (31-50),low
45,technician,married,tertiary,265,0,0,cellular,2.70805020110221,-1,0,other,28-aug,265,23265,Middle-aged (31-50),none
40,blue-collar,married,secondary,598,1,0,unknown,4.248495242049359,-1,0,other,13-may,598,17598,Middle-aged (31-50),none
38,technician,married,secondary,1931,0,0,cellular,5.123963979403259,298,10,other,2-jun,21241,23931,Middle-aged (31-50),high
33,technician,single,secondary,3499,1,0,cellular,4.969813299576001,356,1,other,11-may,6998,25499,Middle-aged (31-50),low
38,blue-collar,married,primary,1455,1,0,telephone,4.624972813284271,356,2,failure,12-may,4365,17455,Middle-aged (31-50),low
34,management,married,tertiary,1022,1,0,cellular,5.393627546352362,-1,0,other,8-sep,1022,29022,Middle-aged (31-50),none
30,management,single,tertiary,358,1,0,unknown,4.48863636973214,-1,0,other,19-may,358,28358,Young (18-30),none
40,management,married,tertiary,5142,0,0,cellular,4.997212273764115,224,1,failure,13-jan,10284,33142,Middle-aged (31-50),low
33,management,single,tertiary,99,0,0,cellular,5.075173815233827,-1,0,other,8-jul,99,28099,Middle-aged (31-50),none
61,housemaid,married,primary,2580,0,0,cellular,5.602118820879701,202,7,other,16-sep,20640,13580,Senior (51-70),high
32,management,married,secondary,2858,1,1,cellular,5.5134287461649825,-1,0,other,18-jul,2858,29858,Middle-aged (31-50),none
27,self-employed,single,tertiary,1393,0,0,cellular,5.948034989180646,271,1,failure,31-mar,2786,24393,Young (18-30),low
51,technician,married,secondary,427,0,0,cellular,5.455321115357702,-1,0,other,13-aug,427,22427,Senior (51-70),none
34,admin.,married,secondary,21,0,0,cellular,5.808142489980444,346,3,failure,17-apr,84,22021,Middle-aged (31-50),medium
33,technician,single,secondary,1994,1,0,unknown,4.060443010546419,-1,0,other,2-jun,1994,23994,Middle-aged (31-50),none
60,blue-collar,married,primary,93,0,1,unknown,4.836281906951478,-1,0,other,27-may,93,16093,Senior (51-70),none
30,unemployed,married,primary,1379,0,1,cellular,5.153291594497779,-1,0,other,20-nov,1379,7379,Young (18-30),none
26,blue-collar,married,primary,256,1,0,cellular,5.135798437050262,-1,0,other,18-jul,256,16256,Young (18-30),none
76,retired,divorced,primary,2693,0,0,cellular,4.700480365792417,184,2,success,23-apr,8079,13693,Elderly (71+),low
35,services,single,secondary,-291,1,0,cellular,5.288267030694535,-1,0,other,20-apr,-291,16709,Middle-aged (31-50),none
30,technician,single,secondary,62,1,0,telephone,6.520621127558696,252,1,other,3-feb,124,22062,Young (18-30),low
53,admin.,single,secondary,545,1,0,cellular,5.723585101952381,370,1,failure,12-may,1090,22545,Senior (51-70),low
36,admin.,married,tertiary,211,1,0,unknown,4.990432586778736,-1,0,other,5-may,211,23211,Middle-aged (31-50),none
50,blue-collar,married,primary,370,1,0,telephone,3.6888794541139363,-1,0,other,26-aug,370,16370,Middle-aged (31-50),none
38,management,single,tertiary,-145,1,0,cellular,4.007333185232471,-1,0,other,21-jul,-145,27855,Middle-aged (31-50),none
34,admin.,married,primary,239,1,0,unknown,4.68213122712422,-1,0,other,2-jun,239,21239,Middle-aged (31-50),none
44,blue-collar,married,primary,2791,0,0,unknown,5.817111159963204,-1,0,other,18-jun,2791,18791,Middle-aged (31-50),none
42,blue-collar,married,secondary,705,1,0,cellular,3.970291913552122,-1,0,other,17-apr,705,17705,Middle-aged (31-50),none
45,housemaid,married,primary,2239,0,0,telephone,3.2188758248682006,-1,0,other,29-jul,2239,13239,Middle-aged (31-50),none
39,management,married,secondary,315,1,0,telephone,4.955827057601261,-1,0,other,17-apr,315,27315,Middle-aged (31-50),none
46,unemployed,married,secondary,16397,0,0,cellular,6.464588303689961,-1,0,other,18-nov,16397,23397,Middle-aged (31-50),none
47,self-employed,married,tertiary,917,0,0,cellular,6.251903883165888,212,5,failure,6-feb,5502,23917,Middle-aged (31-50),medium
