age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date
36,student,single,secondary,904,0,0,unknown,10,-1,0,other,20-jun
32,student,single,secondary,1883,1,0,unknown,57,-1,0,other,23-may
21,unemployed,married,secondary,2062,1,0,unknown,103,-1,0,other,3-jun
32,management,single,tertiary,156,1,0,cellular,82,246,6,failure,4-feb
47,management,married,tertiary,260,0,1,cellular,138,-1,0,other,8-aug
31,management,single,tertiary,0,1,0,cellular,45,22,2,failure,7-may
39,admin.,married,secondary,140,0,0,cellular,40,-1,0,other,4-may
26,admin.,single,secondary,483,1,0,cellular,305,-1,0,other,18-may
36,self-employed,married,primary,0,0,0,cellular,97,-1,0,other,29-aug
42,services,married,secondary,1007,0,0,unknown,139,-1,0,other,5-jun
33,services,married,primary,908,1,1,cellular,184,-1,0,other,14-jul
49,admin.,divorced,secondary,190,1,0,cellular,421,-1,0,other,13-apr
30,blue-collar,single,secondary,5909,1,0,cellular,420,-1,0,other,18-may
27,blue-collar,single,primary,265,1,0,cellular,1119,-1,0,other,13-may
44,blue-collar,married,primary,194,1,0,unknown,105,-1,0,other,28-may
31,blue-collar,single,secondary,0,1,0,unknown,273,-1,0,other,6-may
31,admin.,divorced,secondary,253,1,0,unknown,289,-1,0,other,13-may
49,blue-collar,married,primary,592,0,0,cellular,133,-1,0,other,28-aug
80,retired,married,primary,2994,0,0,cellular,320,-1,0,other,6-aug
30,management,single,tertiary,0,1,0,cellular,381,342,7,failure,5-may
44,admin.,divorced,secondary,21,1,0,cellular,681,-1,0,other,13-apr
27,services,single,secondary,261,1,1,cellular,113,-1,0,other,18-may
46,management,married,tertiary,0,0,0,cellular,121,-1,0,other,27-aug
29,management,single,tertiary,640,0,0,cellular,150,-1,0,other,8-jul
46,blue-collar,married,secondary,438,0,0,cellular,262,-1,0,other,8-aug
44,management,married,tertiary,236,1,1,telephone,199,-1,0,other,18-jul
32,self-employed,single,secondary,360,1,0,cellular,175,259,4,failure,9-feb
30,services,single,tertiary,717,1,1,cellular,116,-1,0,other,15-may
40,management,single,tertiary,3840,1,0,cellular,232,409,2,success,24-sep
53,retired,single,tertiary,888,1,0,cellular,128,-1,0,other,9-jul
33,admin.,single,secondary,223,1,1,cellular,15,352,4,failure,14-may
76,retired,married,tertiary,0,0,0,telephone,170,-1,0,other,19-aug
60,technician,divorced,secondary,-50,0,0,cellular,433,-1,0,other,28-aug
40,technician,divorced,tertiary,2611,1,0,cellular,637,-1,0,other,22-jul
30,services,single,secondary,342,1,0,unknown,206,-1,0,other,7-may
52,blue-collar,married,primary,142,0,0,telephone,924,-1,0,other,10-jul
32,unemployed,married,secondary,2996,1,0,unknown,68,-1,0,other,19-may
56,retired,married,tertiary,281,0,0,cellular,96,-1,0,other,3-mar
37,unemployed,married,tertiary,1236,0,0,cellular,300,-1,0,other,29-jul
48,management,married,tertiary,-1232,1,0,unknown,183,-1,0,other,6-jun
56,services,married,secondary,467,0,1,telephone,105,-1,0,other,29-jul
32,blue-collar,single,secondary,1036,1,1,unknown,62,-1,0,other,30-may
48,services,married,secondary,517,0,0,cellular,273,-1,0,other,14-jan
45,management,married,tertiary,3857,1,0,cellular,425,190,1,failure,11-aug
28,self-employed,single,secondary,-395,1,0,unknown,141,-1,0,other,30-jun
20,student,single,tertiary,2764,1,0,unknown,139,-1,0,other,29-may
31,management,divorced,tertiary,883,1,0,cellular,168,-1,0,other,19-nov
36,management,single,tertiary,467,0,0,cellular,305,-1,0,other,5-feb
34,self-employed,single,tertiary,5462,0,0,cellular,430,-1,0,other,30-apr
44,technician,single,secondary,27,0,0,unknown,723,-1,0,other,1-jul
29,services,single,secondary,612,0,0,cellular,47,198,5,other,5-feb
59,retired,divorced,primary,-110,0,1,unknown,195,-1,0,other,4-jul
43,services,divorced,secondary,266,1,1,cellular,79,152,1,failure,20-apr
59,management,single,tertiary,7668,0,0,cellular,124,-1,0,other,5-aug
33,admin.,married,secondary,1467,1,0,unknown,85,-1,0,other,20-may
50,blue-collar,divorced,primary,2554,0,0,cellular,51,-1,0,other,31-jul
50,entrepreneur,married,tertiary,388,1,0,cellular,258,329,2,failure,11-may
60,blue-collar,married,primary,6271,1,0,cellular,210,254,5,failure,6-may
28,blue-collar,married,secondary,-493,1,0,unknown,126,-1,0,other,18-jun
37,technician,divorced,secondary,4965,0,0,cellular,222,-1,0,other,6-aug
42,technician,married,tertiary,-215,0,0,unknown,1573,-1,0,other,20-jun
33,management,single,tertiary,4782,1,0,cellular,217,-1,0,other,11-aug
45,admin.,married,secondary,251,1,0,cellular,102,-1,0,other,19-aug
34,self-employed,married,tertiary,1545,1,0,cellular,895,183,2,failure,20-nov
29,blue-collar,married,secondary,-643,1,0,cellular,277,-1,0,other,18-jul
60,admin.,married,secondary,221,0,0,cellular,92,-1,0,other,29-aug
34,blue-collar,married,secondary,800,0,0,cellular,144,-1,0,other,5-apr
28,technician,single,secondary,1453,1,0,cellular,246,343,1,other,12-may
31,technician,married,secondary,465,1,0,cellular,259,-1,0,other,12-may
32,management,married,tertiary,312,0,0,cellular,67,-1,0,other,11-aug
36,technician,married,tertiary,167,1,0,cellular,57,-1,0,other,28-jan
41,management,single,tertiary,0,1,0,cellular,122,-1,0,other,23-jul
32,management,single,tertiary,264,1,0,unknown,211,-1,0,other,9-may
39,management,married,secondary,794,1,0,cellular,71,243,3,failure,4-feb
44,blue-collar,married,primary,-101,1,0,cellular,679,366,4,failure,15-may
48,admin.,married,secondary,359,1,0,unknown,374,-1,0,other,7-may
31,housemaid,married,secondary,0,1,0,unknown,327,-1,0,other,9-may
23,student,single,secondary,556,1,0,cellular,170,-1,0,other,15-may
22,housemaid,single,secondary,650,1,0,unknown,181,-1,0,other,12-may
39,technician,married,secondary,-184,0,1,unknown,185,-1,0,other,17-jun
34,management,single,tertiary,2187,1,0,cellular,26,-1,0,other,4-may
51,services,married,secondary,107,1,0,telephone,99,369,4,failure,13-may
31,blue-collar,single,secondary,2093,0,0,cellular,103,-1,0,other,7-jul
41,unemployed,married,secondary,0,0,0,cellular,847,-1,0,other,31-jul
37,housemaid,single,primary,199,1,0,cellular,186,-1,0,other,10-jul
31,housemaid,married,primary,46,0,0,unknown,126,-1,0,other,4-jul
30,admin.,married,secondary,39,1,0,cellular,101,-1,0,other,28-jul
56,management,divorced,tertiary,382,0,0,cellular,117,-1,0,other,19-nov
26,self-employed,single,tertiary,82,1,0,cellular,200,-1,0,other,17-jul
49,management,married,tertiary,1167,1,1,cellular,213,150,8,failure,25-jun
47,blue-collar,married,primary,2466,1,0,unknown,142,-1,0,other,13-may
38,management,single,tertiary,0,0,0,cellular,95,-1,0,other,29-aug
59,blue-collar,divorced,primary,457,1,0,unknown,63,-1,0,other,19-may
30,management,married,tertiary,0,1,0,cellular,453,-1,0,other,27-aug
33,services,married,secondary,790,1,0,unknown,391,-1,0,other,5-may
57,retired,married,secondary,415,0,0,cellular,408,410,2,failure,6-oct
54,management,married,tertiary,1197,1,1,cellular,11,-1,0,other,31-jul
26,services,single,secondary,209,1,0,cellular,319,-1,0,other,22-jul
43,unemployed,single,primary,264,0,0,cellular,224,-1,0,other,4-feb
46,technician,divorced,secondary,164,1,0,unknown,229,-1,0,other,9-may
39,admin.,married,tertiary,1322,1,0,cellular,157,486,1,other,24-sep
44,unemployed,single,tertiary,7822,1,0,telephone,20,-1,0,other,2-feb
36,technician,married,tertiary,0,0,0,cellular,147,-1,0,other,22-aug
62,self-employed,married,tertiary,3685,0,0,cellular,181,-1,0,other,3-feb
32,entrepreneur,married,primary,3083,0,0,cellular,271,-1,0,other,22-jun
30,housemaid,single,secondary,1924,0,0,cellular,170,-1,0,other,6-feb
37,management,divorced,secondary,1448,1,0,cellular,196,283,2,failure,20-apr
60,management,married,tertiary,3301,0,0,unknown,2621,-1,0,other,17-jun
33,blue-collar,single,tertiary,350,1,0,unknown,137,-1,0,other,24-jun
43,retired,married,primary,7298,0,0,unknown,36,-1,0,other,11-jun
54,blue-collar,married,primary,551,1,0,cellular,431,-1,0,other,28-jul
50,admin.,married,secondary,100,1,0,unknown,23,-1,0,other,18-jun
33,admin.,married,secondary,6,1,0,cellular,386,349,3,other,20-apr
35,management,married,tertiary,38,0,0,cellular,194,-1,0,other,26-aug
31,management,single,tertiary,0,0,0,cellular,243,-1,0,other,21-aug
62,unemployed,married,primary,532,0,0,cellular,298,300,1,other,31-aug
30,management,single,tertiary,1636,0,0,unknown,301,-1,0,other,6-jun
48,technician,married,tertiary,0,0,1,cellular,106,-1,0,other,18-nov
23,student,single,secondary,107,0,0,cellular,84,183,1,success,14-oct
39,services,married,secondary,5549,1,0,cellular,157,-1,0,other,20-nov
34,blue-collar,divorced,secondary,1125,1,1,cellular,141,-1,0,other,19-nov
47,services,married,secondary,1717,0,0,cellular,216,-1,0,other,20-aug
31,blue-collar,married,secondary,519,1,0,cellular,623,-1,0,other,29-jan
42,technician,married,secondary,33,0,0,telephone,158,-1,0,other,22-jul
37,management,married,tertiary,238,0,0,cellular,149,-1,0,other,3-nov
36,management,married,tertiary,162,1,0,cellular,75,-1,0,other,8-aug
33,technician,single,tertiary,0,0,0,cellular,233,-1,0,other,28-jan
39,management,divorced,secondary,-17,0,0,cellular,316,146,4,failure,16-apr
33,management,single,tertiary,239,0,0,unknown,65,-1,0,other,12-may
58,blue-collar,married,primary,5,0,0,unknown,177,-1,0,other,8-may
47,blue-collar,married,primary,-287,1,0,cellular,201,348,3,failure,13-may
32,blue-collar,married,secondary,2089,1,0,cellular,192,5,1,success,19-nov
50,technician,married,secondary,-70,1,1,cellular,357,-1,0,other,21-jul
45,blue-collar,married,secondary,1003,1,0,cellular,444,-1,0,other,14-may
34,admin.,single,secondary,557,0,0,cellular,224,-1,0,other,17-nov
50,services,married,secondary,2956,1,0,unknown,686,-1,0,other,14-may
33,technician,single,secondary,116,0,1,cellular,307,-1,0,other,4-aug
49,admin.,divorced,secondary,6512,0,0,cellular,93,-1,0,other,21-nov
26,blue-collar,single,secondary,401,1,0,unknown,373,-1,0,other,13-may
54,unemployed,married,secondary,377,0,0,cellular,1134,-1,0,other,8-apr
31,management,married,tertiary,60,0,0,cellular,302,-1,0,other,28-aug
28,blue-collar,single,secondary,-46,1,0,cellular,154,91,12,success,1-jun
35,management,married,secondary,291,1,0,unknown,327,-1,0,other,26-may
49,admin.,married,secondary,272,0,1,telephone,146,-1,0,other,25-aug
44,admin.,married,secondary,185,1,0,cellular,27,-1,0,other,18-may
45,admin.,married,secondary,0,0,1,telephone,533,-1,0,other,15-jul
33,management,married,tertiary,1390,0,0,cellular,92,84,4,failure,7-sep
26,blue-collar,single,secondary,153,1,0,unknown,386,-1,0,other,9-may
33,services,married,primary,6904,0,0,telephone,114,-1,0,other,20-nov
45,services,divorced,secondary,343,1,0,cellular,301,-1,0,other,5-may
32,admin.,married,secondary,-1,0,0,cellular,228,-1,0,other,8-jul
26,services,single,secondary,-90,0,1,cellular,240,-1,0,other,8-jul
29,blue-collar,married,secondary,580,1,1,cellular,1311,-1,0,other,17-apr
44,blue-collar,married,primary,213,0,0,unknown,158,-1,0,other,6-may
40,technician,divorced,secondary,-375,1,0,cellular,60,-1,0,other,13-may
36,admin.,married,secondary,788,1,0,cellular,403,345,1,failure,6-may
44,services,single,secondary,2886,0,0,unknown,31,-1,0,other,20-jun
45,services,married,secondary,770,1,0,cellular,114,-1,0,other,8-may
74,retired,married,secondary,9480,0,0,cellular,211,-1,0,other,21-apr
37,admin.,single,tertiary,0,1,0,cellular,342,-1,0,other,5-may
57,blue-collar,married,primary,3109,0,0,cellular,107,105,2,success,15-sep
60,blue-collar,married,secondary,5450,0,0,cellular,113,-1,0,other,18-aug
32,management,single,tertiary,1625,1,0,cellular,451,-1,0,other,19-aug
29,admin.,single,tertiary,8,0,1,cellular,107,-1,0,other,2-mar
28,admin.,married,secondary,-156,1,0,unknown,161,-1,0,other,6-jun
30,admin.,single,secondary,211,0,0,cellular,473,-1,0,other,10-jul
41,self-employed,married,secondary,304,1,0,unknown,1147,-1,0,other,12-may
31,management,single,tertiary,-173,1,0,unknown,396,-1,0,other,6-may
27,student,single,secondary,2614,0,0,cellular,143,-1,0,other,8-apr
44,blue-collar,married,secondary,2092,0,1,unknown,452,-1,0,other,18-jun
77,retired,married,tertiary,7802,0,0,telephone,421,92,2,success,4-may
31,management,single,tertiary,308,1,1,cellular,262,268,2,other,28-jan
56,services,married,secondary,159,1,0,cellular,132,-1,0,other,20-apr
46,blue-collar,married,primary,2427,0,0,cellular,40,-1,0,other,23-jul
50,technician,divorced,tertiary,291,0,1,cellular,219,-1,0,other,17-jul
38,blue-collar,married,secondary,6994,1,0,cellular,150,-1,0,other,20-nov
35,management,married,tertiary,232,1,1,cellular,249,-1,0,other,17-apr
37,housemaid,single,secondary,-178,1,0,unknown,122,-1,0,other,6-jun
43,management,married,tertiary,1451,1,0,unknown,11,-1,0,other,20-jun
33,management,married,tertiary,1148,0,0,cellular,299,-1,0,other,19-nov
44,blue-collar,married,primary,858,1,0,unknown,362,-1,0,other,21-may
27,services,single,secondary,118,1,1,unknown,53,-1,0,other,12-may
28,unemployed,married,secondary,858,1,0,unknown,371,-1,0,other,21-may
34,unemployed,married,secondary,2126,1,0,cellular,215,-1,0,other,17-jul
37,management,married,tertiary,489,1,0,cellular,246,133,6,failure,3-apr
46,admin.,married,primary,276,1,1,unknown,157,-1,0,other,6-may
24,blue-collar,single,secondary,1857,1,0,cellular,473,-1,0,other,6-may
36,blue-collar,married,secondary,7579,1,0,unknown,600,-1,0,other,20-may
58,management,single,tertiary,331,0,1,cellular,82,-1,0,other,28-jul
33,admin.,married,secondary,920,0,0,cellular,111,105,1,success,13-aug
55,management,married,tertiary,5804,0,0,unknown,56,-1,0,other,24-jun
53,housemaid,divorced,primary,2253,1,0,cellular,135,-1,0,other,24-jul
21,student,single,secondary,210,0,0,telephone,123,174,1,failure,4-feb
20,student,single,secondary,29,0,0,cellular,85,-1,0,other,14-sep
36,self-employed,divorced,tertiary,149,0,0,cellular,257,-1,0,other,18-nov
25,blue-collar,married,primary,-589,1,0,unknown,233,-1,0,other,3-jun
32,services,single,tertiary,945,0,0,cellular,531,-1,0,other,20-nov
46,technician,married,secondary,289,0,0,unknown,51,-1,0,other,7-may
29,student,single,secondary,949,1,0,cellular,109,352,1,success,15-may
34,management,single,tertiary,1891,1,0,unknown,162,-1,0,other,9-may
51,blue-collar,divorced,secondary,113,0,0,cellular,71,-1,0,other,15-may
58,management,married,secondary,-382,0,0,cellular,644,-1,0,other,31-jul
34,admin.,single,tertiary,4254,1,0,cellular,714,-1,0,other,21-nov
26,technician,married,tertiary,233,1,0,cellular,175,-1,0,other,25-jul
26,blue-collar,single,secondary,1292,1,0,cellular,48,-1,0,other,24-jul
55,self-employed,married,secondary,0,0,0,cellular,172,-1,0,other,26-aug
51,technician,married,tertiary,0,0,0,telephone,81,-1,0,other,17-nov
35,admin.,single,secondary,57,0,1,cellular,632,-1,0,other,8-jul
33,blue-collar,single,secondary,15341,0,0,cellular,335,334,3,failure,20-apr
32,admin.,married,tertiary,284,1,0,cellular,717,-1,0,other,29-apr
40,retired,married,secondary,102,0,0,cellular,168,-1,0,other,6-may
41,admin.,married,secondary,3855,1,0,unknown,657,-1,0,other,19-may
36,admin.,married,tertiary,0,1,0,cellular,62,-1,0,other,22-jul
58,retired,married,primary,69,0,0,cellular,76,-1,0,other,29-aug
52,blue-collar,married,secondary,-164,0,0,cellular,314,-1,0,other,22-aug
58,management,married,secondary,1112,1,0,telephone,21,-1,0,other,20-apr
32,technician,single,secondary,271,1,0,cellular,80,268,2,other,13-may
66,retired,married,primary,747,0,0,telephone,515,-1,0,other,27-oct
45,management,married,tertiary,-577,1,1,cellular,204,-1,0,other,24-jul
36,admin.,single,tertiary,5007,1,0,cellular,135,331,4,failure,8-oct
41,management,married,tertiary,0,0,0,cellular,1242,-1,0,other,11-aug
35,blue-collar,married,secondary,-659,1,1,unknown,30,-1,0,other,28-may
56,management,married,tertiary,2551,1,0,cellular,150,-1,0,other,17-nov
28,admin.,married,secondary,54,0,1,cellular,226,-1,0,other,8-jul
45,technician,divorced,secondary,1309,1,0,unknown,144,-1,0,other,2-jun
32,admin.,married,secondary,393,1,0,cellular,236,330,1,failure,9-apr
45,blue-collar,divorced,primary,942,0,0,cellular,362,-1,0,other,21-nov
42,blue-collar,married,secondary,1134,1,0,unknown,424,-1,0,other,28-may
60,retired,married,tertiary,161,1,0,cellular,153,-1,0,other,21-jul
38,technician,single,tertiary,178,1,0,cellular,184,351,1,failure,7-may
46,admin.,single,secondary,1544,1,0,unknown,609,-1,0,other,29-may
29,blue-collar,single,secondary,2891,1,0,cellular,293,-1,0,other,7-may
32,unemployed,married,secondary,869,1,0,cellular,177,-1,0,other,29-jan
40,blue-collar,divorced,primary,54,1,0,cellular,10,362,3,other,13-may
28,admin.,married,secondary,172,1,0,cellular,123,-1,0,other,19-oct
32,admin.,married,secondary,31,0,0,cellular,101,-1,0,other,25-may
28,management,single,tertiary,9314,0,0,cellular,276,-1,0,other,2-jul
32,management,single,tertiary,0,0,0,cellular,98,159,1,other,7-jul
46,management,married,secondary,0,0,0,unknown,155,-1,0,other,12-jun
41,services,married,secondary,803,1,0,cellular,592,316,3,failure,9-apr
28,technician,single,tertiary,415,0,0,unknown,86,-1,0,other,1-jul
33,technician,married,secondary,0,0,0,cellular,78,-1,0,other,13-aug
45,technician,married,secondary,0,1,1,telephone,74,-1,0,other,9-jul
54,retired,divorced,tertiary,726,0,0,cellular,246,-1,0,other,28-jan
34,admin.,divorced,secondary,0,1,1,cellular,194,-1,0,other,14-jul
42,technician,married,secondary,297,0,0,unknown,65,-1,0,other,20-jun
41,blue-collar,married,primary,5560,1,0,cellular,280,335,3,failure,12-may
39,entrepreneur,married,tertiary,628,1,0,cellular,97,-1,0,other,9-jul
46,blue-collar,married,primary,0,1,0,unknown,204,-1,0,other,13-may
43,self-employed,married,tertiary,310,1,0,cellular,84,-1,0,other,11-may
30,management,married,tertiary,1239,0,0,cellular,125,-1,0,other,28-aug
50,admin.,divorced,secondary,769,0,0,cellular,72,363,4,failure,28-jul
38,blue-collar,married,primary,6843,0,0,unknown,89,-1,0,other,2-jun
71,retired,married,tertiary,653,0,0,telephone,367,-1,0,other,26-feb
52,technician,married,secondary,2079,0,0,cellular,68,-1,0,other,6-aug
32,blue-collar,married,secondary,3228,1,0,cellular,198,-1,0,other,19-nov
31,blue-collar,married,primary,392,1,0,cellular,465,360,1,failure,14-may
52,admin.,married,secondary,395,1,0,unknown,391,-1,0,other,15-may
37,blue-collar,married,secondary,10721,1,0,unknown,394,-1,0,other,18-jun
43,blue-collar,married,secondary,664,1,0,cellular,290,301,1,failure,9-apr
30,management,married,tertiary,805,0,0,cellular,134,194,1,failure,10-aug
36,housemaid,married,primary,758,0,0,unknown,236,-1,0,other,17-jun
25,student,single,tertiary,326,0,0,cellular,390,-1,0,other,26-may
29,admin.,single,secondary,1992,0,0,cellular,119,-1,0,other,12-apr
42,technician,married,tertiary,757,0,0,cellular,354,79,1,success,30-apr
54,blue-collar,married,secondary,983,0,0,cellular,54,-1,0,other,25-aug
39,admin.,single,secondary,223,0,0,cellular,277,-1,0,other,4-feb
43,entrepreneur,married,secondary,0,0,0,unknown,1025,-1,0,other,3-jun
45,unemployed,married,secondary,1040,0,0,telephone,137,-1,0,other,26-may
41,blue-collar,married,secondary,113,0,0,cellular,92,-1,0,other,25-jul
42,entrepreneur,married,secondary,2239,1,0,cellular,176,-1,0,other,22-jul
45,admin.,married,secondary,-405,0,0,cellular,189,-1,0,other,31-jul
41,blue-collar,married,primary,13,1,0,cellular,358,306,1,failure,6-may
47,blue-collar,married,primary,-169,1,1,cellular,172,310,1,failure,14-may
47,management,married,tertiary,2597,0,0,cellular,52,-1,0,other,31-jul
31,services,married,primary,11,1,0,cellular,174,-1,0,other,8-may
37,blue-collar,married,secondary,427,1,1,unknown,371,-1,0,other,9-jun
25,student,single,tertiary,-113,0,0,cellular,300,-1,0,other,10-jul
31,admin.,single,secondary,4,1,1,cellular,144,-1,0,other,8-jul
46,entrepreneur,married,tertiary,954,1,1,cellular,532,-1,0,other,4-feb
31,admin.,married,secondary,468,1,0,unknown,159,-1,0,other,16-may
28,blue-collar,married,secondary,255,1,0,cellular,602,-1,0,other,29-jan
30,management,single,tertiary,168,0,0,cellular,35,-1,0,other,27-aug
31,management,married,tertiary,1183,1,0,unknown,676,-1,0,other,27-may
48,blue-collar,married,secondary,305,0,0,telephone,169,-1,0,other,30-jul
57,unemployed,married,primary,7880,0,0,unknown,318,-1,0,other,9-jun
60,retired,married,primary,97,0,0,cellular,210,-1,0,other,14-aug
50,services,married,primary,1132,1,0,unknown,117,-1,0,other,29-may
35,management,married,secondary,616,0,1,cellular,92,-1,0,other,7-aug
32,services,married,secondary,-34,1,0,unknown,1236,-1,0,other,30-may
53,services,married,secondary,341,0,0,cellular,423,-1,0,other,30-apr
38,services,divorced,secondary,6182,1,0,cellular,484,177,1,other,14-may
53,admin.,divorced,secondary,315,1,0,unknown,181,-1,0,other,5-may
32,management,single,tertiary,1431,0,0,cellular,199,-1,0,other,4-feb
46,management,single,tertiary,46,0,1,unknown,107,-1,0,other,18-jun
32,management,divorced,tertiary,874,0,0,cellular,1282,-1,0,other,12-aug
42,self-employed,single,tertiary,1225,0,0,cellular,104,-1,0,other,18-aug
37,technician,married,secondary,729,0,0,cellular,156,-1,0,other,28-aug
39,blue-collar,married,primary,176,1,1,cellular,189,-1,0,other,3-apr
56,technician,married,secondary,6619,1,0,telephone,465,-1,0,other,4-nov
25,student,single,secondary,203,0,0,cellular,108,-1,0,other,4-may
35,blue-collar,single,secondary,0,1,0,cellular,237,368,1,other,8-may
66,retired,married,primary,2883,0,0,cellular,158,-1,0,other,23-apr
24,services,single,secondary,414,1,0,cellular,493,370,1,other,18-may
36,blue-collar,married,secondary,753,1,0,unknown,351,-1,0,other,12-jun
58,management,married,tertiary,1101,0,0,telephone,99,-1,0,other,17-nov
32,blue-collar,married,secondary,335,1,0,cellular,240,370,1,failure,13-may
33,unemployed,single,secondary,0,1,1,cellular,159,-1,0,other,25-aug
28,blue-collar,single,secondary,517,0,1,cellular,681,-1,0,other,8-jul
38,technician,married,tertiary,51,0,0,telephone,39,-1,0,other,27-aug
50,management,divorced,tertiary,0,0,0,cellular,57,-1,0,other,25-aug
31,management,single,tertiary,1724,1,0,telephone,152,254,1,failure,29-jan
27,blue-collar,single,primary,5,1,0,cellular,182,-1,0,other,18-may
33,blue-collar,married,secondary,1,1,0,cellular,67,178,3,failure,15-may
32,self-employed,single,secondary,202,1,0,cellular,827,149,1,failure,16-apr
37,blue-collar,divorced,secondary,-175,1,0,cellular,638,266,1,failure,30-jan
37,services,single,secondary,259,1,0,unknown,130,-1,0,other,7-may
40,housemaid,divorced,secondary,1194,1,0,cellular,99,-1,0,other,20-nov
28,services,married,secondary,15,1,0,cellular,182,356,1,failure,7-may
32,blue-collar,married,secondary,-325,1,1,unknown,171,-1,0,other,21-may
32,management,single,tertiary,316,1,0,cellular,215,-1,0,other,29-jan
41,blue-collar,married,secondary,196,1,0,unknown,488,-1,0,other,13-may
43,management,married,tertiary,1684,1,0,cellular,435,-1,0,other,18-nov
34,technician,married,secondary,1234,1,0,cellular,185,-1,0,other,24-jul
31,blue-collar,single,secondary,54,1,0,cellular,401,-1,0,other,29-jun
30,blue-collar,single,primary,-10,0,1,cellular,316,-1,0,other,4-feb
31,technician,married,secondary,17,1,0,cellular,266,-1,0,other,28-jul
34,blue-collar,single,primary,-343,1,1,cellular,207,-1,0,other,19-nov
41,admin.,single,secondary,985,1,0,cellular,274,391,11,success,30-jun
32,technician,single,secondary,5600,1,0,cellular,77,-1,0,other,21-nov
35,management,single,tertiary,-202,1,0,unknown,1461,-1,0,other,9-may
33,blue-collar,single,primary,95,1,0,unknown,102,-1,0,other,7-may
33,services,married,secondary,1397,1,0,cellular,370,146,3,failure,16-apr
31,technician,single,tertiary,-167,1,0,unknown,41,-1,0,other,2-jun
44,blue-collar,married,primary,-11,1,0,unknown,13,-1,0,other,9-may
41,management,married,tertiary,15787,0,1,cellular,175,-1,0,other,3-jun
58,retired,married,tertiary,-607,0,1,cellular,145,-1,0,other,28-jan
32,blue-collar,married,primary,233,1,0,cellular,391,-1,0,other,15-may
26,blue-collar,single,secondary,-350,1,0,cellular,80,329,3,failure,18-may
36,entrepreneur,married,tertiary,271,1,0,unknown,322,-1,0,other,27-may
27,management,single,secondary,145,1,0,cellular,67,-1,0,other,5-feb
36,management,married,tertiary,495,0,0,cellular,91,37,5,success,11-sep
29,blue-collar,married,secondary,195,1,0,cellular,333,-1,0,other,11-may
60,blue-collar,married,primary,5798,1,0,cellular,58,-1,0,other,6-feb
34,blue-collar,single,secondary,-603,0,0,cellular,164,-1,0,other,25-jul
31,technician,married,tertiary,1385,0,0,cellular,116,-1,0,other,25-aug
50,technician,married,secondary,1130,1,0,cellular,119,-1,0,other,23-jul
44,blue-collar,married,secondary,54,1,0,unknown,197,-1,0,other,5-may
33,management,single,tertiary,215,1,0,cellular,1058,17,1,failure,13-apr
34,housemaid,married,tertiary,11219,0,0,cellular,112,-1,0,other,25-may
46,admin.,married,tertiary,2552,0,0,cellular,260,94,8,success,3-sep
47,admin.,married,secondary,0,0,0,cellular,109,-1,0,other,5-aug
32,technician,married,secondary,580,1,0,cellular,8,279,2,other,18-may
53,services,married,secondary,6170,0,0,cellular,838,-1,0,other,13-aug
35,blue-collar,single,secondary,40,1,0,unknown,617,-1,0,other,9-may
38,entrepreneur,married,secondary,65,0,0,cellular,173,-1,0,other,5-feb
57,retired,married,secondary,486,1,0,unknown,180,-1,0,other,5-may
34,management,single,tertiary,549,0,0,cellular,1246,-1,0,other,6-oct
65,admin.,married,secondary,952,0,0,cellular,255,96,1,success,6-sep
44,blue-collar,married,primary,140,1,0,unknown,7,-1,0,other,15-may
35,blue-collar,single,secondary,2514,1,0,unknown,85,-1,0,other,4-jun
39,self-employed,married,secondary,656,0,0,cellular,309,-1,0,other,29-jan
55,blue-collar,divorced,secondary,7378,0,0,unknown,316,-1,0,other,14-may
26,student,single,secondary,132,0,0,cellular,217,-1,0,other,4-jun
40,management,divorced,tertiary,3426,0,0,cellular,94,-1,0,other,11-aug
34,technician,single,secondary,318,0,1,cellular,239,-1,0,other,25-jul
30,blue-collar,married,primary,1,1,1,telephone,80,-1,0,other,22-jul
32,blue-collar,married,primary,634,0,0,cellular,696,-1,0,other,29-jan
43,technician,married,secondary,4056,0,0,cellular,13,89,2,failure,4-may
39,blue-collar,married,primary,532,1,0,cellular,786,-1,0,other,31-jul
35,admin.,married,secondary,-130,1,0,unknown,224,-1,0,other,20-may
33,technician,married,secondary,0,1,1,cellular,163,-1,0,other,19-nov
34,self-employed,married,tertiary,13354,0,0,telephone,26,-1,0,other,21-nov
53,technician,married,primary,6181,0,0,cellular,817,209,3,other,14-jul
33,housemaid,married,tertiary,98,1,1,unknown,109,-1,0,other,7-may
46,self-employed,single,secondary,2899,0,0,unknown,40,-1,0,other,6-jun
32,entrepreneur,divorced,secondary,-934,1,0,cellular,50,-1,0,other,18-nov
57,retired,married,secondary,-222,0,0,unknown,248,-1,0,other,14-may
37,technician,married,secondary,5729,1,0,unknown,303,-1,0,other,21-may
31,admin.,single,secondary,12,1,0,unknown,208,-1,0,other,5-may
53,services,married,secondary,2719,1,0,unknown,80,-1,0,other,30-may
70,retired,married,secondary,2626,0,0,telephone,175,147,2,success,27-jan
48,blue-collar,married,primary,3752,1,0,cellular,215,-1,0,other,13-apr
45,management,married,tertiary,1788,0,0,cellular,364,191,4,failure,10-dec
35,technician,single,secondary,-54,1,0,unknown,70,-1,0,other,30-may
